SPECIES_CODE,COMMON_NAME_ZH_CN,COMMON_NAME_US
bktwhi3,Mangrove Golden Whistler (North Australian),Black-tailed Whistler (North Australian)
x01158,Oriole x Mangrove Golden Whistler (hybrid),Oriole x Black-tailed Whistler (hybrid)
mornin1,Morningbird,Morningbird
brbwhi1,Brown-backed Whistler,Brown-backed Whistler
lorwhi1,Lorentz's Whistler,Lorentz's Whistler
gobwhi1,Golden-backed Whistler,Golden-backed Whistler
yebwhi1,Yellow-bellied Whistler,Yellow-bellied Whistler
yebwhi2,Yellow-bellied Whistler (fallax),Yellow-bellied Whistler (fallax)
yebwhi3,Yellow-bellied Whistler (illex),Yellow-bellied Whistler (illex)
yebwhi9,Yellow-bellied Whistler (philippinensis Group),Yellow-bellied Whistler (philippinensis Group)
borwhi1,Bornean Whistler,Bornean Whistler
subwhi1,Sulphur-vented Whistler,Sulphur-bellied Whistler
manwhi1,Mangrove Whistler,Mangrove Whistler
grbwhi1,Green-backed Whistler,Green-backed Whistler
whvwhi1,White-vented Whistler,White-vented Whistler
whvwhi2,White-vented Whistler (Sulu),White-vented Whistler (Sulu)
whvwhi3,White-vented Whistler (Cebu),White-vented Whistler (Cebu)
whvwhi4,White-vented Whistler (White-vented),White-vented Whistler (White-vented)
islwhi2,Island Whistler,Island Whistler
biawhi1,Biak Whistler,Biak Whistler
ruswhi1,Rusty Whistler,Rusty Whistler
grywhi2,Grey Whistler,Gray Whistler
grywhi1,Grey Whistler (Brown),Gray Whistler (Brown)
grywhi5,Grey Whistler (Kai),Gray Whistler (Kai)
gyhwhi1,Grey Whistler (Grey-headed),Gray Whistler (Gray-headed)
grywhi9,Grey Whistler (Tagula),Gray Whistler (Tagula)
walwhi1,Wallacean Whistler,Wallacean Whistler
walwhi2,Wallacean Whistler (Tayandu),Wallacean Whistler (Tayandu)
walwhi5,Wallacean Whistler (Wallacean),Wallacean Whistler (Wallacean)
drawhi1,Drab/Cinnamon-breasted Whistler,Drab Whistler
drawhi4,Drab Whistler (Peleng),Drab Whistler (Peleng)
drawhi5,Drab Whistler (Halmahera),Drab Whistler (Halmahera)
drawhi6,Drab Whistler (Buru),Drab Whistler (Buru)
drawhi7,Drab Whistler (Seram),Drab Whistler (Seram)
drawhi8,Drab Whistler (Kai),Drab Whistler (Kai)
drawhi3,Cinnamon-breasted Whistler,Drab Whistler (Cinnamon-breasted)
whbwhi1,White-bellied Whistler,White-bellied Whistler
whbwhi3,White-bellied Whistler (Papuan),White-bellied Whistler (Papuan)
whbwhi4,White-bellied Whistler (Rossel),White-bellied Whistler (Rossel)
blhwhi1,Black-headed Whistler,Black-headed Whistler
rufwhi1,Rufous Whistler,Rufous Whistler
rufwhi7,Rufous Whistler (Australian),Rufous Whistler (Australian)
rufwhi6,Rufous Whistler (Grand Terre),Rufous Whistler (Grand Terre)
whbwhi2,White-breasted Whistler,White-breasted Whistler
pachyc1,Pachycephala sp.,Pachycephala sp.
hoopit1,Hooded Pitohui,Hooded Pitohui
varpit4,Raja Ampat Pitohui,Raja Ampat Pitohui
varpit2,Northern Variable Pitohui,Northern Variable Pitohui
novpit10,Northern Variable Pitohui (Northwestern),Northern Variable Pitohui (Northwestern)
novpit9,Northern Variable Pitohui (Sepik-Ramu),Northern Variable Pitohui (Sepik-Ramu)
novpit1,Northern Variable Pitohui (Onin),Northern Variable Pitohui (Onin)
novpit11,Northern Variable Pitohui (Wandammen),Northern Variable Pitohui (Wandammen)
novpit6,Northern Variable Pitohui (Yapen),Northern Variable Pitohui (Yapen)
novpit5,Northern Variable Pitohui (Geelvink),Northern Variable Pitohui (Geelvink)
varpit3,Southern Variable Pitohui,Southern Variable Pitohui
sovpit1,Southern Variable Pitohui (Misool),Southern Variable Pitohui (Misool)
sovpit6,Southern Variable Pitohui (Mimika),Southern Variable Pitohui (Mimika)
sovpit4,Southern Variable Pitohui (Brown-headed),Southern Variable Pitohui (Brown-headed)
sovpit5,Southern Variable Pitohui (Southeastern),Southern Variable Pitohui (Southeastern)
y01147,Northern/Southern Variable Pitohui,Northern/Southern Variable Pitohui
timori1,Timor Oriole,Timor Oriole
timori3,Wetar Oriole,Wetar Oriole
burori2,Black-eared Oriole,Buru Oriole
burori3,Tanimbar Oriole,Tanimbar Oriole
serori1,Grey-collared Oriole,Seram Oriole
halori1,Dusky-brown Oriole,Halmahera Oriole
broori1,Brown Oriole,Brown Oriole
olbori1,Olive-backed Oriole,Olive-backed Oriole
greori1,Green Oriole,Green Oriole
datori1,Dark-throated Oriole,Dark-throated Oriole
datori7,Ventriloquial Oriole,Ventriloquial Oriole
whlori1,White-lored Oriole,White-lored Oriole
phiori1,Philippine Oriole,Philippine Oriole
phiori7,Philippine Oriole (Mindanao),Philippine Oriole (Mindanao)
phiori5,Philippine Oriole (Cebu),Philippine Oriole (Cebu)
phiori6,Philippine Oriole (Sulu),Philippine Oriole (Sulu)
isaori1,Isabela Oriole,Isabela Oriole
eugori2,金黄鹂,Eurasian Golden Oriole
ingori1,印度金黄鹂,Indian Golden Oriole
y00691,金黄鹂/印度金黄鹂,Eurasian/Indian Golden Oriole
afgori2,African Golden Oriole,African Golden Oriole
y01041,Eurasian/African Golden Oriole,Eurasian/African Golden Oriole
blnori1,黑枕黄鹂,Black-naped Oriole
bknori1,黑枕黄鹂 (东亚),Black-naped Oriole (East Asian)
bknori2,黑枕黄鹂 [maculatus Group],Black-naped Oriole (Sunda)
bknori4,黑枕黄鹂 [chinensis Group],Black-naped Oriole (Philippine)
bknori6,黑枕黄鹂 (melanisticus),Black-naped Oriole (Talaud)
bknori5,黑枕黄鹂 [frontalis Group],Black-naped Oriole (Sulawesi)
bknori7,黑枕黄鹂 (broderipi/boneratensis),Black-naped Oriole (Tenggara)
y00800,印度金黄鹂/黑枕黄鹂,Indian Golden/Black-naped Oriole
slbori1,细嘴黄鹂,Slender-billed Oriole
grhori1,Green-headed Oriole,Green-headed Oriole
gnhori1,Green-headed Oriole (Green-headed),Green-headed Oriole (Green-headed)
gnhori2,Green-headed Oriole (Gorongosa),Green-headed Oriole (Gorongosa)
satori1,Sao Tome Oriole,Sao Tome Oriole
wbhori1,Western Oriole,Western Black-headed Oriole
dahori1,Ethiopian Oriole,Ethiopian Black-headed Oriole
abhori1,Black-headed Oriole,African Black-headed Oriole
bltori1,Mountain Oriole,Black-tailed Oriole
blwori1,Black-winged Oriole,Black-winged Oriole
blhori1,黑头黄鹂,Black-hooded Oriole
blaori1,Black Oriole,Black Oriole
bacori1,Black-and-crimson Oriole,Black-and-crimson Oriole
bacori3,Javan Oriole,Javan Oriole
marori2,朱鹂,Maroon Oriole
marori7,朱鹂 (褐红),Maroon Oriole (Maroon)
marori8,朱鹂 (朱红),Maroon Oriole (Crimson)
silori1,鹊色鹂,Silver Oriole
oriolu1,未识别的Oriolus属鹂,old world oriole sp.
wetfig1,Wetar Figbird,Wetar Figbird
grnfig1,Green Figbird,Green Figbird
ausfig1,Australasian Figbird,Australasian Figbird
ausfig2,Australasian Figbird (Kai),Australasian Figbird (Kai)
ausfig7,Australasian Figbird (Yellow),Australasian Figbird (Yellow)
ausfig3,Australasian Figbird (Papuan),Australasian Figbird (Papuan)
ausfig6,Australasian Figbird (Green),Australasian Figbird (Green)
noipio1,North Island Piopio,North Island Piopio
soipio1,South Island Piopio,South Island Piopio
blbboa1,Black-breasted Boatbill,Black-breasted Boatbill
yebboa1,Yellow-breasted Boatbill,Yellow-breasted Boatbill
yebboa2,Yellow-breasted Boatbill (Waigeo),Yellow-breasted Boatbill (Waigeo)
yebboa8,Yellow-breasted Boatbill (White-browed),Yellow-breasted Boatbill (White-browed)
yebboa5,Yellow-breasted Boatbill (Yellow-faced),Yellow-breasted Boatbill (Yellow-faced)
yebboa9,Yellow-breasted Boatbill (Black-cheeked),Yellow-breasted Boatbill (Black-cheeked)
ashwoo2,灰燕鵙,Ashy Woodswallow
fijwoo1,Fiji Woodswallow,Fiji Woodswallow
whbwoo8,Ivory-backed Woodswallow,Ivory-backed Woodswallow
grewoo1,Great Woodswallow,Great Woodswallow
whbwoo4,白胸燕鵙,White-breasted Woodswallow
biswoo1,White-backed Woodswallow,Bismarck Woodswallow
maswoo1,Masked Woodswallow,Masked Woodswallow
whbwoo5,White-browed Woodswallow,White-browed Woodswallow
x00962,Masked x White-browed Woodswallow (hybrid),Masked x White-browed Woodswallow (hybrid)
y01039,Masked/White-browed Woodswallow,Masked/White-browed Woodswallow
blfwoo1,Black-faced Woodswallow,Black-faced Woodswallow
bkfwoo1,Black-faced Woodswallow (White-vented),Black-faced Woodswallow (White-vented)
bkfwoo2,Black-faced Woodswallow (Black-vented),Black-faced Woodswallow (Black-vented)
duswoo1,Dusky Woodswallow,Dusky Woodswallow
litwoo4,Little Woodswallow,Little Woodswallow
woodsw1,woodswallow sp.,woodswallow sp.
moupel1,Mountain Peltops,Mountain Peltops
lowpel1,Lowland Peltops,Lowland Peltops
blbbut1,Black-backed Butcherbird,Black-backed Butcherbird
grybut1,Grey Butcherbird,Gray Butcherbird
sibbut1,Silver-backed Butcherbird,Silver-backed Butcherbird
hoobut1,Hooded Butcherbird,Hooded Butcherbird
tagbut1,Tagula Butcherbird,Tagula Butcherbird
piebut1,Pied Butcherbird,Pied Butcherbird
blabut1,Black Butcherbird,Black Butcherbird
ausmag2,Australian Magpie,Australian Magpie
ausmag1,Australian Magpie (Papuan),Australian Magpie (Papuan)
ausmag3,Australian Magpie (Black-backed),Australian Magpie (Black-backed)
ausmag6,Australian Magpie (Western),Australian Magpie (Western)
ausmag4,Australian Magpie (Black-backed x Western),Australian Magpie (Black-backed x Western)
ausmag7,Australian Magpie (White-backed),Australian Magpie (White-backed)
ausmag5,Australian Magpie (Black-backed x White-backed),Australian Magpie (Black-backed x White-backed)
ausmag8,Australian Magpie (Tasmanian),Australian Magpie (Tasmanian)
piecur1,Pied Currawong,Pied Currawong
blacur2,Black Currawong,Black Currawong
grycur1,Grey Currawong,Gray Currawong
grycur2,Grey Currawong (Grey),Gray Currawong (Gray)
grycur3,Grey Currawong (Clinking),Gray Currawong (Clinking)
grycur4,Grey Currawong (Black-winged),Gray Currawong (Black-winged)
grycur5,Grey Currawong (Brown),Gray Currawong (Brown)
grycur6,Grey Currawong (Kangaroo I.),Gray Currawong (Kangaroo I.)
curraw1,currawong sp.,currawong sp.
motwhi1,Mottled Berryhunter,Mottled Berryhunter
whtshr1,White-tailed Shrike,White-tailed Shrike
chweye1,Chestnut Wattle-eye,Chestnut Wattle-eye
weawae1,West African Wattle-eye,West African Wattle-eye
wsweye1,White-spotted Wattle-eye,White-spotted Wattle-eye
btweye2,Brown-throated Wattle-eye,Brown-throated Wattle-eye
wfweye1,White-fronted Wattle-eye,White-fronted Wattle-eye
btweye1,Black-throated Wattle-eye,Black-throated Wattle-eye
baweye1,Banded Wattle-eye,Banded Wattle-eye
rcweye1,Red-cheeked Wattle-eye,Red-cheeked Wattle-eye
bnweye1,Black-necked Wattle-eye,Black-necked Wattle-eye
jaweye1,Jameson's Wattle-eye,Jameson's Wattle-eye
ybweye1,Yellow-bellied Wattle-eye,Yellow-bellied Wattle-eye
yebwae1,Yellow-bellied Wattle-eye (West African),Yellow-bellied Wattle-eye (West African)
yebwae2,Yellow-bellied Wattle-eye (Angola),Yellow-bellied Wattle-eye (Angola)
yebwae3,Yellow-bellied Wattle-eye (Central African),Yellow-bellied Wattle-eye (Central African)
yebwae4,Yellow-bellied Wattle-eye (Kungwe),Yellow-bellied Wattle-eye (Kungwe)
wattle2,wattle-eye sp.,wattle-eye sp.
boubat1,Margaret's Batis,Boulton's Batis
boubat2,Margaret's Batis (Angola),Boulton's Batis (Angola)
boubat3,Margaret's Batis (Eastern),Boulton's Batis (Eastern)
shtbat1,Forest/Reichenow's Batis,Short-tailed Batis
shtbat2,Forest Batis,Short-tailed Batis (Short-tailed)
shtbat3,Reichenow's Batis,Short-tailed Batis (Reichenow's)
darbat1,Dark Batis,Dark Batis
ruwbat1,Rwenzori Batis,Rwenzori Batis
capbat10,Cape Batis,Cape Batis
capbat3,Cape Batis (Grey-mantled),Cape Batis (Gray-mantled)
capbat4,Cape Batis (Cape),Cape Batis (Cape)
capbat2,Malawi Batis,Malawi Batis
capbat1,Cape/Malawi Batis,Cape/Malawi Batis
woobat1,Woodwards' Batis,Woodwards' Batis
chibat1,Chinspot Batis,Chinspot Batis
palbat1,Pale Batis,Pale Batis
pribat1,Pririt Batis,Pririt Batis
senbat1,Senegal Batis,Senegal Batis
gyhbat1,Grey-headed Batis,Gray-headed Batis
bkhbat1,Western Black-headed Batis,Western Black-headed Batis
bkhbat2,Eastern Black-headed Batis,Eastern Black-headed Batis
blhbat1,Western/Eastern Black-headed Batis,Western/Eastern Black-headed Batis
pygbat1,Pygmy Batis,Pygmy Batis
verbat1,Gabon Batis,Verreaux's Batis
itubat1,Ituri Batis,Ituri Batis
fepbat1,Fernando Po Batis,Bioko Batis
weabat1,West African Batis,West African Batis
angbat1,Angola Batis,Angola Batis
batis1,Batis sp.,batis sp.
whihel1,White-crested Helmetshrike,White-crested Helmetshrike
whihel2,White-crested Helmetshrike (Long-crested),White-crested Helmetshrike (Long-crested)
whihel3,White-crested Helmetshrike (Yellow-eyed),White-crested Helmetshrike (Yellow-eyed)
gychel1,Grey-crested Helmetshrike,Gray-crested Helmetshrike
yechel1,Yellow-crested Helmetshrike,Yellow-crested Helmetshrike
chbhel1,Red-billed Helmetshrike,Red-billed Helmetshrike
rebhel1,Red-billed Helmetshrike (Red-billed),Red-billed Helmetshrike (Red-billed)
rebhel2,Red-billed Helmetshrike (Grey-cheeked),Red-billed Helmetshrike (Gray-cheeked)
rubhel1,Rufous-bellied Helmetshrike,Rufous-bellied Helmetshrike
rethel1,Retz's Helmetshrike,Retz's Helmetshrike
anghel1,Gabela Helmetshrike,Angola Helmetshrike
chfhel1,Chestnut-fronted Helmetshrike,Chestnut-fronted Helmetshrike
afrshf1,African Shrike-flycatcher,African Shrike-flycatcher
bawfly1,Black-and-white Shrike-flycatcher,Black-and-white Shrike-flycatcher
malwoo1,Malabar Woodshrike,Malabar Woodshrike
larwoo1,钩嘴林鵙,Large Woodshrike
comwoo1,Common Woodshrike,Common Woodshrike
y01096,Malabar/Common Woodshrike,Malabar/Common Woodshrike
y00663,Large/Common Woodshrike,Large/Common Woodshrike
srlwoo1,Sri Lanka Woodshrike,Sri Lanka Woodshrike
bwfshr1,褐背鹟鵙,Bar-winged Flycatcher-shrike
bwfshr2,Black-winged Flycatcher-shrike,Black-winged Flycatcher-shrike
ruwphi2,Rufous-winged Philentoma,Rufous-winged Philentoma
mabphi2,Maroon-breasted Philentoma,Maroon-breasted Philentoma
y00889,Rufous-winged/Maroon-breasted Philentoma,Rufous-winged/Maroon-breasted Philentoma
arcnew1,Archbold's Newtonia,Archbold's Newtonia
comnew1,Common Newtonia,Common Newtonia
darnew1,Dark Newtonia,Dark Newtonia
darnew2,Dark Newtonia (amphichroa),Dark Newtonia (amphichroa)
darnew3,Dark Newtonia (lavarambo),Dark Newtonia (lavarambo)
retnew1,Red-tailed Newtonia,Red-tailed Newtonia
tylvan1,Tylas Vanga,Tylas Vanga
tylvan2,Tylas Vanga (Eduard's),Tylas Vanga (Eduard's)
tylvan3,Tylas Vanga (White-throated),Tylas Vanga (White-throated)
retvan1,Red-tailed Vanga,Red-tailed Vanga
resvan1,Red-shouldered Vanga,Red-shouldered Vanga
nuthat2,Nuthatch Vanga,Nuthatch-Vanga
chavan2,Chabert Vanga,Chabert Vanga
chavan1,Chabert Vanga (Chabert),Chabert Vanga (Chabert)
chavan3,Chabert Vanga (White-tailed),Chabert Vanga (White-tailed)
crobab1,Crossley's Vanga,Crossley's Vanga
bluvan2,Comoro Blue Vanga,Comoro Blue Vanga
bluvan3,Madagascar Blue Vanga,Madagascar Blue Vanga
hobvan1,Hook-billed Vanga,Hook-billed Vanga
hobvan2,Hook-billed Vanga (Hook-billed),Hook-billed Vanga (Hook-billed)
hobvan3,Hook-billed Vanga (Black-crowned),Hook-billed Vanga (Black-crowned)
warfly1,Ward's Flycatcher,Ward's Vanga
rufvan1,Rufous Vanga,Rufous Vanga
rufvan2,Rufous Vanga (rufa),Rufous Vanga (rufa)
rufvan3,Rufous Vanga (occidentalis),Rufous Vanga (occidentalis)
helvan1,Helmet Vanga,Helmet Vanga
bervan1,Bernier's Vanga,Bernier's Vanga
sibvan1,Sickle-billed Vanga,Sickle-billed Vanga
whhvan1,White-headed Vanga,White-headed Vanga
whhvan2,White-headed Vanga (viridis),White-headed Vanga (viridis)
whhvan3,White-headed Vanga (annae),White-headed Vanga (annae)
polvan1,Pollen's Vanga,Pollen's Vanga
lafvan1,Lafresnaye's Vanga,Lafresnaye's Vanga
vadvan1,Van Dam's Vanga,Van Dam's Vanga
vangid1,Vangidae sp.,Vangidae sp.
borbri1,Bornean Bristlehead,Bornean Bristlehead
comior1,黑翅雀鹎,Common Iora
whtior1,Marshall's Iora,White-tailed Iora
y00890,Common/Marshall's Iora,Common/White-tailed Iora
greior2,Green Iora,Green Iora
greior1,大绿雀鹎,Great Iora
iora1,未识别的雀鹎,iora sp.
brubru1,Brubru,Brubru
norpuf1,Northern Puffback,Northern Puffback
pripuf1,Pringle's Puffback,Pringle's Puffback
blbpuf2,Black-backed Puffback,Black-backed Puffback
bkbpuf1,Black-backed Puffback (Black-winged),Black-backed Puffback (Black-winged)
bkbpuf6,Black-backed Puffback (White-winged),Black-backed Puffback (White-winged)
reepuf1,Red-eyed Puffback,Red-eyed Puffback
pifpuf1,Pink-footed Puffback,Pink-footed Puffback
labpuf1,Sabine's Puffback,Sabine's Puffback
puffba1,puffback sp.,puffback sp.
martch2,Marsh Tchagra,Marsh Tchagra
martch1,Marsh Tchagra (Marsh),Marsh Tchagra (Marsh)
martch3,Marsh Tchagra (Anchieta's),Marsh Tchagra (Anchieta's)
bkctch1,Black-crowned Tchagra,Black-crowned Tchagra
bkctch2,Black-crowned Tchagra (Hooded),Black-crowned Tchagra (Hooded)
bkctch3,Black-crowned Tchagra (Black-crowned),Black-crowned Tchagra (Black-crowned)
brctch1,Brown-crowned Tchagra,Brown-crowned Tchagra
thstch1,Three-streaked Tchagra,Three-streaked Tchagra
soutch1,Southern Tchagra,Southern Tchagra
tchagr1,Tchagra sp.,tchagra sp.
renbus1,Red-naped Bushshrike,Red-naped Bushshrike
sombou1,Black Boubou,Coastal Boubou
luebus1,Lühder's Bushshrike,Lühder's Bushshrike
brabus1,Braun's Bushshrike,Braun's Bushshrike
gabbus1,Gabela Bushshrike,Gabela Bushshrike
turbou1,Turati's Boubou,Turati's Boubou
trobou2,Ethiopian Boubou,Ethiopian Boubou
trobou1,Tropical Boubou,Tropical Boubou
zanbou1,East Coast Boubou,Zanzibar Boubou
gabbou1,Swamp Boubou,Gabon Boubou
gabbou2,Swamp Boubou (Gabon),Gabon Boubou (Gabon)
gabbou3,Swamp Boubou (Okavango),Gabon Boubou (Okavango)
soubou1,Southern Boubou,Southern Boubou
comgon1,Yellow-crowned Gonolek,Yellow-crowned Gonolek
blhgon1,Black-headed Gonolek,Black-headed Gonolek
crbgon1,Crimson-breasted Shrike,Crimson-breasted Gonolek
papgon1,Papyrus Gonolek,Papyrus Gonolek
yebbou1,Yellow-breasted Boubou,Yellow-breasted Boubou
slcbou1,Slate-colored Boubou,Slate-colored Boubou
soobou1,Lowland Sooty Boubou,Lowland Sooty Boubou
wisbou1,Willard's Sooty Boubou,Willard's Sooty Boubou
mosbou1,Mountain Sooty Boubou,Western Boubou
mosbou2,Mountain Sooty Boubou (Cameroon),Western Boubou (Cameroon)
mosbou3,Mountain Sooty Boubou (Bioko),Western Boubou (Bioko)
mosbou4,Albertine Sooty Boubou,Albertine Boubou
fuebou1,Fülleborn's Boubou,Fülleborn's Boubou
fuebou2,Fülleborn's Boubou (Usambara),Fülleborn's Boubou (Usambara)
fuebou3,Fülleborn's Boubou (Fülleborn's),Fülleborn's Boubou (Fülleborn's)
boubou1,boubou sp.,boubou sp.
ropbus1,Rosy-patched Bushshrike,Rosy-patched Bushshrike
bokmak1,Bokmakierie,Bokmakierie
bokmak2,Bokmakierie (Southern),Bokmakierie (Southern)
bokmak3,Bokmakierie (Chimanimani),Bokmakierie (Chimanimani)
focbus2,Gorgeous Bushshrike,Four-colored Bushshrike
focbus1,Gorgeous Bushshrike (Gorgeous),Four-colored Bushshrike (Gorgeous)
focbus3,Gorgeous Bushshrike (Four-colored),Four-colored Bushshrike (Four-colored)
dohbus1,Doherty's Bushshrike,Doherty's Bushshrike
gygbus1,Bocage's Bushshrike,Gray-green Bushshrike
subbus1,Orange-breasted Bushshrike,Sulphur-breasted Bushshrike
olibus1,Olive Bushshrike,Olive Bushshrike
macbus2,Many-colored Bushshrike,Many-colored Bushshrike
blfbus1,Black-fronted Bushshrike,Black-fronted Bushshrike
mtkbus1,Mount Kupe Bushshrike,Mount Kupe Bushshrike
fibbus1,Fiery-breasted Bushshrike,Fiery-breasted Bushshrike
lagbus1,Lagden's Bushshrike,Lagden's Bushshrike
lagbus2,Lagden's Bushshrike (Lagden's),Lagden's Bushshrike (Lagden's)
lagbus3,Lagden's Bushshrike (Eastern),Lagden's Bushshrike (Eastern)
grbbus1,Green-breasted Bushshrike,Green-breasted Bushshrike
gyhbus1,Grey-headed Bushshrike,Gray-headed Bushshrike
monbus1,Monteiro's Bushshrike,Monteiro's Bushshrike
monbus2,Monteiro's Bushshrike (Mt. Cameroon),Monteiro's Bushshrike (Mt. Cameroon)
monbus3,Monteiro's Bushshrike (Monteiro's),Monteiro's Bushshrike (Monteiro's)
ulubus1,Uluguru Bushshrike,Uluguru Bushshrike
bushsh1,bushshrike sp.,bushshrike sp.
papdro1,Drongo Fantail,Drongo Fantail
cepfly1,Cerulean Flycatcher,Cerulean Flycatcher
silkta2,Taveuni Silktail,Taveuni Silktail
silkta3,Natewa Silktail,Natewa Silktail
blafan1,Black Fantail,Black Fantail
bacfan1,Black-and-cinnamon Fantail,Black-and-cinnamon Fantail
blufan1,Mindanao Blue Fantail,Mindanao Blue-Fantail
visblf1,Visayan Blue Fantail,Visayan Blue-Fantail
tabfan1,Tablas Fantail,Tablas Fantail
visfan1,Visayan Fantail,Visayan Fantail
blhfan1,Blue-headed Fantail,Blue-headed Fantail
spofan1,Spotted Fantail,Spotted Fantail
citfan1,Cinnamon-tailed Fantail,Cinnamon-tailed Fantail
whwfan1,White-winged Fantail,White-winged Fantail
cocfan1,White-winged Fantail (White-winged),White-winged Fantail (White-winged)
cocfan2,White-winged Fantail (Dot-breasted),White-winged Fantail (Dot-breasted)
cocfan3,White-winged Fantail (Black-breasted),White-winged Fantail (Black-breasted)
cocfan4,White-gorgeted Fantail,White-gorgeted Fantail
norfan1,Northern/Biak Fantail,Northern Fantail
norfan2,Northern Fantail (Obi),Northern Fantail (Obi)
norfan3,Northern Fantail (Buru),Northern Fantail (Buru)
norfan4,Northern Fantail (Kai),Northern Fantail (Kai)
norfan10,Northern Fantail (Seram),Northern Fantail (Seram)
norfan5,Northern Fantail (Rote),Northern Fantail (Rote)
norfan6,Northern Fantail (Timor),Northern Fantail (Timor)
norfan11,Northern Fantail (Banda Sea),Northern Fantail (Banda Sea)
norfan12,Biak Fantail,Northern Fantail (Biak)
norfan8,Northern Fantail (Chin-spot),Northern Fantail (Chin-spot)
norfan9,Northern Fantail (Melanesian),Northern Fantail (Melanesian)
norfan13,Northern Fantail (Northern),Northern Fantail (Northern)
brcfan1,Brown-capped Fantail,Brown-capped Fantail
sotfan1,Sooty Thicket Fantail,Sooty Thicket-Fantail
bltfan1,Black Thicket Fantail,Black Thicket-Fantail
wbtfan1,White-bellied Thicket Fantail,White-bellied Thicket-Fantail
wilwag1,Willie Wagtail,Willie-wagtail
piefan1,Malaysian Pied Fantail,Malaysian Pied-Fantail
phipif1,菲律宾斑扇尾鹟,Philippine Pied-Fantail
whtfan1,白喉扇尾鹟,White-throated Fantail
spbfan1,White-spotted Fantail,Spot-breasted Fantail
